Table 1,degree,source,Category,Frequency,target,Table 2, degree -ranage,source,Diversity,frequency,degree,source,target,degree,source,target
,,,,,,,,,,,,,,0.579075426,[Confusional_state  Pyrexia  Pneumonia],[Death]
,,,,,,,,,,,,,,0.579064588,[Chest_pain  Abdominal_pain  Anaemia],[Death]
,,,,,,,,,,,,,,0.579064588,[Renal_failure  Diarrhoea  Vomiting],[Death]
,,,,,,,,,,,,,,0.579055441,[Hypotension  Pulmonary_embolism  Pneumonia],[Death]
,,,,,,,,,,,,,,0.578947368,[Diarrhoea  Atrial_fibrillation  Nausea],[Death]
,,,,,,,,,,,,,,0.578828829,[Deep_vein_thrombosis  Pulmonary_embolism  Cellulitis],[Death]
,,,,,,,,,,,,,,0.578828829,[Renal_failure  Hypotension  Pneumonia],[Death]
,,,,,,,,,,,,,,0.578804348,[Thrombocytopenia  Abdominal_pain  Sepsis],[Death]
,,,,,,,,,,,,,,0.578703704,[Gastrointestinal_haemorrhage  Abdominal_pain  Pyrexia],[Death]
,,,,,,,,,,,,,,0.578692494,[Fatigue  Nausea  Sepsis],[Death]
,,,,,,,,,,,,,,0.578640777,[Asthenia  Anaemia  Dehydration],[Death]
,,,,,,,,,,,,,,0.57860262,[Renal_failure_acute  Pulmonary_embolism  Abdominal_pain],[Death]
,,,,,,,,,,,,,,0.578571429,[Back_pain  Anaemia  Vomiting],[Death]
,,,,,,,,,,,,,,0.578558226,[Dyspnoea  Cellulitis  Sepsis],[Death]
,,,,,,,,,,,,,,0.578494624,[Chronic_obstructive_pulmonary_disease  Syncope  Pneumonia],[Death]
,,,,,,,,,,,,,,0.578449905,[Deep_vein_thrombosis  Syncope  Pneumonia],[Death]
,,,,,,,,,,,,,,0.578431373,[Arthralgia  Pyrexia  Pneumonia],[Death]
,,,,,,,,,,,,,,0.578389831,[Hypertension  Myocardial_infarction  Pneumonia],[Death]
,,,,,,,,,,,,,,0.578341014,[Chest_pain  Atrial_fibrillation  Cellulitis],[Death]
,,,,,,,,,,,,,,0.578341014,[Urinary_tract_infection  Syncope  Vomiting],[Death]
,,,,,,,,,,,,,,0.57826087,[Deep_vein_thrombosis  Diarrhoea  Abdominal_pain],[Death]
,,,,,,,,,,,,,,0.578249337,[Deep_vein_thrombosis  Chest_pain  Cellulitis],[Death]
,,,,,,,,,,,,,,0.578125,[Myocardial_infarction  Sepsis  Pneumonia],[Death]
,,,,,,,,,,,,,,0.57793765,[Back_pain  Urinary_tract_infection  Vomiting],[Death]
,,,,,,,,,,,,,,0.57793765,[Chest_pain  Pulmonary_embolism  Abdominal_pain],[Death]
,,,,,,,,,,,,,,0.577731092,[Urinary_tract_infection  Cellulitis  Dehydration],[Death]
,,,,,,,,,,,,,,0.577726218,[Deep_vein_thrombosis  Atrial_fibrillation  Abdominal_pain],[Death]
,,,,,,,,,,,,,,0.577625571,[Chest_pain  Abdominal_pain  Syncope],[Death]
,,,,,,,,,,,,,,0.577617329,[Renal_failure_acute  Anaemia  Sepsis],[Death]
,,,,,,,,,,,,,,0.577603143,[Asthenia  Diarrhoea  Anaemia],[Death]
,,,,,,,,,,,,,,0.577586207,[Syncope  Sepsis  Pneumonia],[Death]
,,,,,,,,,,,,,,0.577433628,[Cardiac_failure_congestive  Myocardial_infarction  Atrial_fibrillation],[Death]
,,,,,,,,,,,,,,0.577427822,[Bronchitis  Urinary_tract_infection  Gastroenteritis],[Death]
,,,,,,,,,,,,,,0.577302632,[Dyspnoea  Syncope  Anaemia],[Death]
,,,,,,,,,,,,,,0.577235772,[Atrial_fibrillation  Pyrexia  Dehydration],[Death]
,,,,,,,,,,,,,,0.57721519,[Hypotension  Urinary_tract_infection  Vomiting],[Death]
,,,,,,,,,,,,,,0.57721519,[Bronchitis  Nausea  Vomiting],[Death]
,,,,,,,,,,,,,,0.577181208,[Thrombocytopenia  Diarrhoea  Dyspnoea],[Death]
,,,,,,,,,,,,,,0.577154309,[Hypotension  Anaemia  Pyrexia],[Death]
,,,,,,,,,,,,,,0.577154309,[Deep_vein_thrombosis  Pulmonary_embolism  Atrial_fibrillation],[Death]
,,,,,,,,,,,,,,0.577102804,[Chronic_obstructive_pulmonary_disease  Abdominal_pain  Pneumonia],[Death]
,,,,,,,,,,,,,,0.576923077,[Hypotension  Chest_pain  Pneumonia],[Death]
,,,,,,,,,,,,,,0.576923077,[Deep_vein_thrombosis  Dyspnoea  Anaemia],[Death]
,,,,,,,,,,,,,,0.576856649,[Cellulitis  Anaemia  Sepsis],[Death]
,,,,,,,,,,,,,,0.576846307,[Urinary_tract_infection  Cellulitis  Anaemia],[Death]
,,,,,,,,,,,,,,0.576832151,[Arthralgia  Dehydration  Pneumonia],[Death]
,,,,,,,,,,,,,,0.576612903,[Deep_vein_thrombosis  Diarrhoea  Pyrexia],[Death]
,,,,,,,,,,,,,,0.576530612,[Infection  Vomiting  Pneumonia],[Death]
,,,,,,,,,,,,,,0.576502732,[Fatigue  Pulmonary_embolism  Vomiting],[Death]
,,,,,,,,,,,,,,0.576502732,[Back_pain  Diarrhoea  Nausea],[Death]
,,,,,,,,,,,,,,0.576496674,[Chest_pain  Pyrexia  Dehydration],[Death]
,,,,,,,,,,,,,,0.576470588,[Confusional_state  Dyspnoea  Pneumonia],[Death]
,,,,,,,,,,,,,,0.576470588,[Hypotension  Sepsis  Pyrexia],[Death]
,,,,,,,,,,,,,,0.576419214,[Cerebrovascular_accident  Vomiting  Pneumonia],[Death]
,,,,,,,,,,,,,,0.576407507,[Fatigue  Hypotension  Pneumonia],[Death]
,,,,,,,,,,,,,,0.57635468,[Convulsion  Nausea  Pneumonia],[Death]
,,,,,,,,,,,,,,0.57622739,[Pancreatitis  Cellulitis  Pneumonia],[Death]
,,,,,,,,,,,,,,0.57622739,[Pleural_effusion  Renal_failure_acute  Vomiting],[Death]
,,,,,,,,,,,,,,0.57615894,[Respiratory_failure  Sepsis  Pneumonia],[Death]
,,,,,,,,,,,,,,0.576131687,[Atrial_fibrillation  Abdominal_pain  Anaemia],[Death]
,,,,,,,,,,,,,,0.575883576,[Back_pain  Dyspnoea  Pyrexia],[Death]
,,,,,,,,,,,,,,0.575835476,[Pleural_effusion  Hypotension  Vomiting],[Death]
,,,,,,,,,,,,,,0.575829384,[Cardiac_failure_congestive  Angina_pectoris  Pneumonia],[Death]
,,,,,,,,,,,,,,0.575757576,[Constipation  Anaemia  Vomiting],[Death]
,,,,,,,,,,,,,,0.575757576,[Gastrointestinal_haemorrhage  Vomiting  Pneumonia],[Death]
,,,,,,,,,,,,,,0.575692964,[Back_pain  Cellulitis  Pneumonia],[Death]
,,,,,,,,,,,,,,0.575692964,[Renal_failure_acute  Syncope  Dehydration],[Death]
,,,,,,,,,,,,,,0.575638507,[Chest_pain  Diarrhoea  Pneumonia],[Death]
,,,,,,,,,,,,,,0.575569358,[Pleural_effusion  Pulmonary_embolism  Pyrexia],[Death]
,,,,,,,,,,,,,,0.575406032,[Convulsion  Abdominal_pain  Pneumonia],[Death]
,,,,,,,,,,,,,,0.575313808,[Atrial_fibrillation  Abdominal_pain  Pyrexia],[Death]
,,,,,,,,,,,,,,0.575308642,[Infection  Dehydration  Pneumonia],[Death]
,,,,,,,,,,,,,,0.575242718,[Deep_vein_thrombosis  Anaemia  Nausea],[Death]
,,,,,,,,,,,,,,0.575242718,[Cholecystitis  Abdominal_pain  Pneumonia],[Death]
,,,,,,,,,,,,,,0.575174825,[Atrial_fibrillation  Dyspnoea  Anaemia],[Death]
,,,,,,,,,,,,,,0.575163399,[Abdominal_pain  Cellulitis  Sepsis],[Death]
,,,,,,,,,,,,,,0.575150301,[Atrial_fibrillation  Abdominal_pain  Dehydration],[Death]
,,,,,,,,,,,,,,0.575129534,[Infection  Vomiting  Dehydration],[Death]
,,,,,,,,,,,,,,0.575107296,[Renal_failure_acute  Diarrhoea  Urinary_tract_infection],[Death]
,,,,,,,,,,,,,,0.575052854,[Deep_vein_thrombosis  Dyspnoea  Abdominal_pain],[Death]
,,,,,,,,,,,,,,0.575052854,[Pulmonary_embolism  Urinary_tract_infection  Abdominal_pain],[Death]
,,,,,,,,,,,,,,0.574944072,[Chest_pain  Urinary_tract_infection  Abdominal_pain],[Death]
,,,,,,,,,,,,,,0.574944072,[Dizziness  Vomiting  Pneumonia],[Death]
,,,,,,,,,,,,,,0.574938575,[Gastrointestinal_haemorrhage  Abdominal_pain  Vomiting],[Death]
,,,,,,,,,,,,,,0.574889868,[Renal_failure  Dyspnoea  Vomiting],[Death]
,,,,,,,,,,,,,,0.574786325,[Convulsion  Diarrhoea  Pneumonia],[Death]
,,,,,,,,,,,,,,0.574712644,[Angina_pectoris  Cellulitis  Pneumonia],[Death]
,,,,,,,,,,,,,,0.574688797,[Pleural_effusion  Diarrhoea  Pyrexia],[Death]
,,,,,,,,,,,,,,0.574660633,[Pulmonary_embolism  Nausea  Sepsis],[Death]
,,,,,,,,,,,,,,0.574626866,[Chest_pain  Syncope  Vomiting],[Death]
,,,,,,,,,,,,,,0.574572127,[Atrial_fibrillation  Dyspnoea  Nausea],[Death]
,,,,,,,,,,,,,,0.574514039,[Renal_failure  Abdominal_pain  Pyrexia],[Death]
,,,,,,,,,,,,,,0.574418605,[Convulsion  Gastroenteritis  Pneumonia],[Death]
,,,,,,,,,,,,,,0.574418605,[Cellulitis  Nausea  Sepsis],[Death]
,,,,,,,,,,,,,,0.574387947,[Pleural_effusion  Diarrhoea  Pneumonia],[Death]
,,,,,,,,,,,,,,0.574387947,[Urinary_tract_infection  Dyspnoea  Sepsis],[Death]
,,,,,,,,,,,,,,0.574380165,[Angina_pectoris  Chest_pain  Pneumonia],[Death]
,,,,,,,,,,,,,,0.574338086,[Gastroenteritis  Vomiting  Dehydration],[Death]
,,,,,,,,,,,,,,0.574307305,[Myocardial_infarction  Nausea  Vomiting],[Death]
,,,,,,,,,,,,,,0.574257426,[Cellulitis  Sepsis  Vomiting],[Death]
,,,,,,,,,,,,,,0.574239714,[Syncope  Pyrexia  Dehydration],[Death]
,,,,,,,,,,,,,,0.574209246,[Constipation  Hypotension  Vomiting],[Death]
,,,,,,,,,,,,,,0.574193548,[Cardiac_failure_congestive  Dehydration  Pneumonia],[Death]
,,,,,,,,,,,,,,0.574162679,[Atrial_fibrillation  Nausea  Sepsis],[Death]
,,,,,,,,,,,,,,0.574144487,[Renal_failure_acute  Sepsis  Dehydration],[Death]
,,,,,,,,,,,,,,0.574036511,[Renal_failure_acute  Gastroenteritis  Pneumonia],[Death]
,,,,,,,,,,,,,,0.574025974,[Back_pain  Urinary_tract_infection  Nausea],[Death]
,,,,,,,,,,,,,,0.574025974,[Deep_vein_thrombosis  Cellulitis  Vomiting],[Death]
,,,,,,,,,,,,,,0.573979592,[Coronary_artery_disease  Cellulitis  Pneumonia],[Death]
,,,,,,,,,,,,,,0.573929961,[Syncope  Anaemia  Vomiting],[Death]
,,,,,,,,,,,,,,0.573770492,[Fatigue  Diarrhoea  Dehydration],[Death]
,,,,,,,,,,,,,,0.573726542,[General_physical_health_deterioration  Pyrexia  Pneumonia],[Death]
,,,,,,,,,,,,,,0.573696145,[Diarrhoea  Syncope  Nausea],[Death]
,,,,,,,,,,,,,,0.573660714,[Dizziness  Nausea  Dehydration],[Death]
,,,,,,,,,,,,,,0.573643411,[Renal_failure_acute  Diarrhoea  Anaemia],[Death]
,,,,,,,,,,,,,,0.573626374,[Renal_failure_acute  Cellulitis  Pyrexia],[Death]
,,,,,,,,,,,,,,0.573566085,[Arthralgia  Vomiting  Pneumonia],[Death]
,,,,,,,,,,,,,,0.573459716,[Fatigue  Anaemia  Dehydration],[Death]
,,,,,,,,,,,,,,0.573440644,[Deep_vein_thrombosis  Pyrexia  Dehydration],[Death]
,,,,,,,,,,,,,,0.573304158,[Cholelithiasis  Cellulitis  Pneumonia],[Death]
,,,,,,,,,,,,,,0.573200993,[Cerebrovascular_accident  Nausea  Pneumonia],[Death]
,,,,,,,,,,,,,,0.573195876,[Pleural_effusion  Cellulitis  Pneumonia],[Death]
,,,,,,,,,,,,,,0.57319224,[Cerebrovascular_accident  Pulmonary_embolism  Pneumonia],[Death]
,,,,,,,,,,,,,,0.573076923,[Asthenia  Diarrhoea  Dehydration],[Death]
,,,,,,,,,,,,,,0.572961373,[Deep_vein_thrombosis  Sepsis  Vomiting],[Death]
,,,,,,,,,,,,,,0.572953737,[Pulmonary_embolism  Anaemia  Dehydration],[Death]
,,,,,,,,,,,,,,0.572916667,[Renal_failure  Pleural_effusion  Pneumonia],[Death]
,,,,,,,,,,,,,,0.572874494,[Renal_failure_acute  Diarrhoea  Dyspnoea],[Death]
,,,,,,,,,,,,,,0.572839506,[Chest_pain  Cellulitis  Pyrexia],[Death]
,,,,,,,,,,,,,,0.572769953,[Constipation  Dyspnoea  Vomiting],[Death]
,,,,,,,,,,,,,,0.572567783,[Myocardial_infarction  Dyspnoea  Pneumonia],[Death]
,,,,,,,,,,,,,,0.572559367,[Headache  Syncope  Pneumonia],[Death]
,,,,,,,,,,,,,,0.572490706,[Atrial_fibrillation  Anaemia  Pyrexia],[Death]
,,,,,,,,,,,,,,0.572463768,[Back_pain  Diarrhoea  Vomiting],[Death]
,,,,,,,,,,,,,,0.572340426,[Constipation  Dyspnoea  Pneumonia],[Death]
,,,,,,,,,,,,,,0.572327044,[Atrial_fibrillation  Sepsis  Vomiting],[Death]
,,,,,,,,,,,,,,0.57231405,[Constipation  Anaemia  Pneumonia],[Death]
,,,,,,,,,,,,,,0.572277228,[Hypertension  Pyrexia  Pneumonia],[Death]
,,,,,,,,,,,,,,0.572156197,[Renal_failure  Anaemia  Pneumonia],[Death]
,,,,,,,,,,,,,,0.572115385,[Chest_pain  Diarrhoea  Vomiting],[Death]
,,,,,,,,,,,,,,0.572,[Renal_failure_acute  Urinary_tract_infection  Dehydration],[Death]
,,,,,,,,,,,,,,0.571984436,[Deep_vein_thrombosis  Anaemia  Pyrexia],[Death]
,,,,,,,,,,,,,,0.571801567,[Thrombocytopenia  Pulmonary_embolism  Vomiting],[Death]
,,,,,,,,,,,,,,0.571788413,[Cardiac_failure_congestive  Vomiting  Pneumonia],[Death]
,,,,,,,,,,,,,,0.571782178,[Thrombocytopenia  Urinary_tract_infection  Pneumonia],[Death]
,,,,,,,,,,,,,,0.571748879,[Fatigue  Dyspnoea  Dehydration],[Death]
,,,,,,,,,,,,,,0.571705426,[Respiratory_failure  Abdominal_pain  Pneumonia],[Death]
,,,,,,,,,,,,,,0.571678322,[Renal_failure  Renal_failure_acute  Pneumonia],[Death]
,,,,,,,,,,,,,,0.571428571,[Diarrhoea  Anaemia  Sepsis],[Death]
,,,,,,,,,,,,,,0.571428571,[Constipation  Anaemia  Nausea],[Death]
,,,,,,,,,,,,,,0.571428571,[Renal_failure  Dyspnoea  Nausea],[Death]
,,,,,,,,,,,,,,0.571428571,[Myocardial_infarction  Vomiting  Pneumonia],[Death]
,,,,,,,,,,,,,,0.571428571,[Chronic_obstructive_pulmonary_disease  Atrial_fibrillation  Pneumonia],[Death]
,,,,,,,,,,,,,,0.571428571,[Pulmonary_embolism  Diarrhoea  Dehydration],[Death]
,,,,,,,,,,,,,,0.571428571,[Syncope  Anaemia  Nausea],[Death]
,,,,,,,,,,,,,,0.571167883,[Urinary_tract_infection  Anaemia  Dehydration],[Death]
,,,,,,,,,,,,,,0.571100917,[Chest_pain  Urinary_tract_infection  Cellulitis],[Death]
,,,,,,,,,,,,,,0.571072319,[Renal_failure_acute  Pulmonary_embolism  Nausea],[Death]
,,,,,,,,,,,,,,0.571072319,[Pleural_effusion  Pulmonary_embolism  Nausea],[Death]
,,,,,,,,,,,,,,0.570951586,[Bronchitis  Dehydration  Pneumonia],[Death]
,,,,,,,,,,,,,,0.570895522,[Hypotension  Cellulitis  Pneumonia],[Death]
,,,,,,,,,,,,,,0.570841889,[Angina_pectoris  Anaemia  Pneumonia],[Death]
,,,,,,,,,,,,,,0.570731707,[Renal_failure  Nausea  Pyrexia],[Death]
,,,,,,,,,,,,,,0.570723684,[Pulmonary_embolism  Dyspnoea  Anaemia],[Death]
,,,,,,,,,,,,,,0.570694087,[Confusional_state  Abdominal_pain  Pneumonia],[Death]
,,,,,,,,,,,,,,0.570422535,[Angina_pectoris  Abdominal_pain  Pneumonia],[Death]
,,,,,,,,,,,,,,0.5703125,[Pulmonary_embolism  Urinary_tract_infection  Pyrexia],[Death]
,,,,,,,,,,,,,,0.570212766,[Dyspnoea  Syncope  Nausea],[Death]
,,,,,,,,,,,,,,0.570127505,[Deep_vein_thrombosis  Diarrhoea  Pneumonia],[Death]
,,,,,,,,,,,,,,0.570121951,[Atrial_fibrillation  Syncope  Pneumonia],[Death]
,,,,,,,,,,,,,,0.570110701,[Renal_failure_acute  Chest_pain  Pneumonia],[Death]
,,,,,,,,,,,,,,0.569974555,[Back_pain  Dyspnoea  Nausea],[Death]
,,,,,,,,,,,,,,0.569958848,[Deep_vein_thrombosis  Anaemia  Vomiting],[Death]
,,,,,,,,,,,,,,0.569948187,[Constipation  Abdominal_pain  Pyrexia],[Death]
,,,,,,,,,,,,,,0.569868996,[Renal_failure_acute  Pulmonary_embolism  Vomiting],[Death]
,,,,,,,,,,,,,,0.56981982,[Gastroenteritis  Abdominal_pain  Dehydration],[Death]
,,,,,,,,,,,,,,0.569553806,[Non-cardiac_chest_pain  Atrial_fibrillation  Pneumonia],[Death]
,,,,,,,,,,,,,,0.569553806,[Arthralgia  Vomiting  Dehydration],[Death]
,,,,,,,,,,,,,,0.56952381,[Cerebrovascular_accident  Abdominal_pain  Pneumonia],[Death]
,,,,,,,,,,,,,,0.569444444,[Pleural_effusion  Renal_failure_acute  Pneumonia],[Death]
,,,,,,,,,,,,,,0.569296375,[Atrial_fibrillation  Dyspnoea  Vomiting],[Death]
,,,,,,,,,,,,,,0.569230769,[Fatigue  Diarrhoea  Pyrexia],[Death]
,,,,,,,,,,,,,,0.569120287,[Back_pain  Anaemia  Pneumonia],[Death]
,,,,,,,,,,,,,,0.569105691,[Diarrhoea  Cellulitis  Dehydration],[Death]
,,,,,,,,,,,,,,0.569086651,[Dizziness  Nausea  Pneumonia],[Death]
,,,,,,,,,,,,,,0.569072165,[Diarrhoea  Gastroenteritis  Dehydration],[Death]
,,,,,,,,,,,,,,0.569029851,[Renal_failure_acute  Dyspnoea  Dehydration],[Death]
,,,,,,,,,,,,,,0.568965517,[Asthenia  Diarrhoea  Dyspnoea],[Death]
,,,,,,,,,,,,,,0.568872987,[Back_pain  Dyspnoea  Pneumonia],[Death]
,,,,,,,,,,,,,,0.568807339,[Renal_failure_acute  Urinary_tract_infection  Vomiting],[Death]
,,,,,,,,,,,,,,0.568783069,[Thrombocytopenia  Renal_failure_acute  Pyrexia],[Death]
,,,,,,,,,,,,,,0.568767908,[Dyspnoea  Anaemia  Sepsis],[Death]
,,,,,,,,,,,,,,0.568720379,[Gastroenteritis  Abdominal_pain  Vomiting],[Death]
,,,,,,,,,,,,,,0.568710359,[Urinary_tract_infection  Abdominal_pain  Cellulitis],[Death]
,,,,,,,,,,,,,,0.568669528,[Pulmonary_embolism  Urinary_tract_infection  Vomiting],[Death]
,,,,,,,,,,,,,,0.568665377,[Diarrhoea  Urinary_tract_infection  Anaemia],[Death]
,,,,,,,,,,,,,,0.568584071,[Pleural_effusion  Pulmonary_embolism  Abdominal_pain],[Death]
,,,,,,,,,,,,,,0.568421053,[Diarrhoea  Gastroenteritis  Vomiting],[Death]
,,,,,,,,,,,,,,0.568421053,[Cellulitis  Anaemia  Dehydration],[Death]
,,,,,,,,,,,,,,0.568421053,[Cardiac_failure_congestive  Cerebrovascular_accident  Pneumonia],[Death]
,,,,,,,,,,,,,,0.568345324,[Infection  Pyrexia  Pneumonia],[Death]
,,,,,,,,,,,,,,0.568329718,[Gastroenteritis  Nausea  Pneumonia],[Death]
,,,,,,,,,,,,,,0.568316832,[Renal_failure  Vomiting  Dehydration],[Death]
,,,,,,,,,,,,,,0.568292683,[Constipation  Nausea  Pyrexia],[Death]
,,,,,,,,,,,,,,0.568265683,[Syncope  Pyrexia  Vomiting],[Death]
,,,,,,,,,,,,,,0.568037975,[Myocardial_infarction  Anaemia  Pneumonia],[Death]
,,,,,,,,,,,,,,0.568014706,[Urinary_tract_infection  Dyspnoea  Dehydration],[Death]
,,,,,,,,,,,,,,0.567982456,[Asthenia  Abdominal_pain  Dehydration],[Death]
,,,,,,,,,,,,,,0.567982456,[Hypotension  Anaemia  Vomiting],[Death]
,,,,,,,,,,,,,,0.567961165,[Hypotension  Atrial_fibrillation  Vomiting],[Death]
,,,,,,,,,,,,,,0.567901235,[Deep_vein_thrombosis  Abdominal_pain  Pyrexia],[Death]
,,,,,,,,,,,,,,0.567849687,[Pleural_effusion  Abdominal_pain  Anaemia],[Death]
,,,,,,,,,,,,,,0.567849687,[Convulsion  Cellulitis  Pneumonia],[Death]
,,,,,,,,,,,,,,0.567849687,[Urinary_tract_infection  Dyspnoea  Cellulitis],[Death]
,,,,,,,,,,,,,,0.567615658,[Diarrhoea  Atrial_fibrillation  Pneumonia],[Death]
,,,,,,,,,,,,,,0.567567568,[Renal_failure_acute  Hypotension  Dehydration],[Death]
,,,,,,,,,,,,,,0.567434211,[Renal_failure_acute  Atrial_fibrillation  Pneumonia],[Death]
,,,,,,,,,,,,,,0.567328918,[Atrial_fibrillation  Anaemia  Vomiting],[Death]
,,,,,,,,,,,,,,0.567307692,[Cardiac_failure_congestive  Anaemia  Pneumonia],[Death]
,,,,,,,,,,,,,,0.567237164,[Pleural_effusion  Anaemia  Nausea],[Death]
,,,,,,,,,,,,,,0.567226891,[Chest_pain  Dyspnoea  Abdominal_pain],[Death]
,,,,,,,,,,,,,,0.567226891,[Renal_failure  Pyrexia  Vomiting],[Death]
,,,,,,,,,,,,,,0.567219153,[Pulmonary_embolism  Diarrhoea  Dyspnoea],[Death]
,,,,,,,,,,,,,,0.56712963,[Cardiac_failure_congestive  Acute_myocardial_infarction  Pneumonia],[Death]
,,,,,,,,,,,,,,0.56710775,[Deep_vein_thrombosis  Renal_failure_acute  Pneumonia],[Death]
,,,,,,,,,,,,,,0.567099567,[Pleural_effusion  Pulmonary_embolism  Vomiting],[Death]
,,,,,,,,,,,,,,0.567084079,[Pleural_effusion  Urinary_tract_infection  Pneumonia],[Death]
,,,,,,,,,,,,,,0.567028986,[Dyspnoea  Abdominal_pain  Sepsis],[Death]
,,,,,,,,,,,,,,0.567010309,[Pleural_effusion  Pyrexia  Dehydration],[Death]
,,,,,,,,,,,,,,0.567010309,[Arthralgia  Abdominal_pain  Pneumonia],[Death]
,,,,,,,,,,,,,,0.566929134,[Gastrointestinal_haemorrhage  Abdominal_pain  Pneumonia],[Death]
,,,,,,,,,,,,,,0.566929134,[Deep_vein_thrombosis  Myocardial_infarction  Pneumonia],[Death]
,,,,,,,,,,,,,,0.566914498,[Diarrhoea  Cellulitis  Anaemia],[Death]
,,,,,,,,,,,,,,0.566901408,[Renal_failure  Dehydration  Pneumonia],[Death]
,,,,,,,,,,,,,,0.566893424,[Back_pain  Dyspnoea  Vomiting],[Death]
,,,,,,,,,,,,,,0.566666667,[Deep_vein_thrombosis  Atrial_fibrillation  Vomiting],[Death]
,,,,,,,,,,,,,,0.566604128,[Hypotension  Diarrhoea  Pneumonia],[Death]
,,,,,,,,,,,,,,0.566596195,[Dyspnoea  Abdominal_pain  Cellulitis],[Death]
,,,,,,,,,,,,,,0.566591422,[Fatigue  Dyspnoea  Anaemia],[Death]
,,,,,,,,,,,,,,0.566579634,[Constipation  Hypotension  Nausea],[Death]
,,,,,,,,,,,,,,0.566539924,[Pulmonary_embolism  Sepsis  Vomiting],[Death]
,,,,,,,,,,,,,,0.566523605,[Fatigue  Diarrhoea  Pneumonia],[Death]
,,,,,,,,,,,,,,0.566390041,[Syncope  Nausea  Pyrexia],[Death]
,,,,,,,,,,,,,,0.566371681,[Asthenia  Dyspnoea  Abdominal_pain],[Death]
,,,,,,,,,,,,,,0.566287879,[Bronchitis  Vomiting  Pneumonia],[Death]
,,,,,,,,,,,,,,0.566115702,[Chest_pain  Dyspnoea  Pyrexia],[Death]
,,,,,,,,,,,,,,0.566037736,[Hypertension  Urinary_tract_infection  Pneumonia],[Death]
,,,,,,,,,,,,,,0.565995526,[Thrombocytopenia  Diarrhoea  Dehydration],[Death]
,,,,,,,,,,,,,,0.565995526,[Chest_pain  Dyspnoea  Vomiting],[Death]
,,,,,,,,,,,,,,0.565714286,[Hypotension  Dyspnoea  Pyrexia],[Death]
,,,,,,,,,,,,,,0.565705128,[Renal_failure_acute  Pulmonary_embolism  Pneumonia],[Death]
,,,,,,,,,,,,,,0.565677966,[Chest_pain  Abdominal_pain  Dehydration],[Death]
,,,,,,,,,,,,,,0.565656566,[Thrombocytopenia  Renal_failure_acute  Pneumonia],[Death]
,,,,,,,,,,,,,,0.565632458,[Respiratory_failure  Nausea  Vomiting],[Death]
,,,,,,,,,,,,,,0.565420561,[Diarrhoea  Dyspnoea  Sepsis],[Death]
,,,,,,,,,,,,,,0.565400844,[Thrombocytopenia  Diarrhoea  Anaemia],[Death]
,,,,,,,,,,,,,,0.565384615,[Diarrhoea  Dyspnoea  Cellulitis],[Death]
,,,,,,,,,,,,,,0.565377532,[Asthenia  Diarrhoea  Pyrexia],[Death]
,,,,,,,,,,,,,,0.565371025,[Urinary_tract_infection  Anaemia  Sepsis],[Death]
,,,,,,,,,,,,,,0.565333333,[Bronchopneumonia  Gastroenteritis  Pneumonia],[Death]
,,,,,,,,,,,,,,0.565217391,[Thrombocytopenia  Cellulitis  Anaemia],[Death]
,,,,,,,,,,,,,,0.565217391,[Cardiac_failure_congestive  Chronic_obstructive_pulmonary_disease  Pneumonia],[Death]
,,,,,,,,,,,,,,0.565217391,[Renal_failure_acute  Abdominal_pain  Sepsis],[Death]
,,,,,,,,,,,,,,0.564991334,[Pleural_effusion  Pulmonary_embolism  Pneumonia],[Death]
,,,,,,,,,,,,,,0.564935065,[Pleural_effusion  Diarrhoea  Vomiting],[Death]
,,,,,,,,,,,,,,0.564885496,[Hypotension  Anaemia  Nausea],[Death]
,,,,,,,,,,,,,,0.564835165,[Thrombocytopenia  Sepsis  Vomiting],[Death]
,,,,,,,,,,,,,,0.564835165,[Cardiac_failure_congestive  Pyrexia  Pneumonia],[Death]
,,,,,,,,,,,,,,0.564814815,[Hypertension  Nausea  Pneumonia],[Death]
,,,,,,,,,,,,,,0.564755839,[Thrombocytopenia  Anaemia  Sepsis],[Death]
,,,,,,,,,,,,,,0.564732143,[Chest_pain  Pyrexia  Vomiting],[Death]
,,,,,,,,,,,,,,0.564705882,[Pleural_effusion  Sepsis  Pneumonia],[Death]
,,,,,,,,,,,,,,0.564643799,[Headache  Anaemia  Pyrexia],[Death]
,,,,,,,,,,,,,,0.564612326,[Hypotension  Urinary_tract_infection  Pneumonia],[Death]
,,,,,,,,,,,,,,0.564593301,[Headache  Dyspnoea  Pneumonia],[Death]
,,,,,,,,,,,,,,0.564593301,[Thrombocytopenia  Pulmonary_embolism  Pyrexia],[Death]
,,,,,,,,,,,,,,0.564444444,[Fatigue  Anaemia  Pyrexia],[Death]
,,,,,,,,,,,,,,0.564334086,[Hypertension  Abdominal_pain  Dehydration],[Death]
,,,,,,,,,,,,,,0.564102564,[Hypotension  Abdominal_pain  Pyrexia],[Death]
,,,,,,,,,,,,,,0.564044944,[Diarrhoea  Urinary_tract_infection  Cellulitis],[Death]
,,,,,,,,,,,,,,0.563909774,[Thrombocytopenia  Nausea  Sepsis],[Death]
,,,,,,,,,,,,,,0.563909774,[Deep_vein_thrombosis  Pulmonary_embolism  Dyspnoea],[Death]
,,,,,,,,,,,,,,0.563909774,[Renal_failure_acute  Hypotension  Pyrexia],[Death]
