Table 1,degree,source,Category,Frequency,target,Table 2, degree -ranage,source,Diversity,frequency,degree,source,target,degree,source,target
,,,,,,,,,,,0.487012987,[Asthenia  Nausea],[Death],0.680722892,[Cardiac_arrest  Chest_pain  Atrial_fibrillation],[Death]
,,,,,,,,,,,0.486787204,[Chest_pain  Syncope],[Death],0.680672269,[Renal_failure  Chest_pain  Dehydration],[Death]
,,,,,,,,,,,0.486764706,[Transient_ischaemic_attack  Pneumonia],[Death],0.680645161,[Deep_vein_thrombosis  Bronchitis  Renal_failure_acute],[Death]
,,,,,,,,,,,0.486268174,[Hypertension  Abdominal_pain],[Death],0.680645161,[Cholelithiasis  Atrial_fibrillation  Anaemia],[Death]
,,,,,,,,,,,0.486042693,[Fatigue  Pyrexia],[Death],0.680645161,[Asthenia  Myocardial_infarction  Dehydration],[Death]
,,,,,,,,,,,0.485530547,[Pancreatitis  Pneumonia],[Death],0.680645161,[Dizziness  Hypotension  Sepsis],[Death]
,,,,,,,,,,,0.485309017,[Anaemia  Sepsis],[Death],0.680645161,[Cardiac_arrest  Coronary_artery_disease  Pneumonia],[Death]
,,,,,,,,,,,0.485010707,[Diarrhoea  Anaemia],[Death],0.680645161,[Back_pain  Bronchitis  Pyrexia],[Death]
,,,,,,,,,,,0.484716157,[Pleural_effusion  Abdominal_pain],[Death],0.680597015,[Transient_ischaemic_attack  Myocardial_infarction  Urinary_tract_infection],[Death]
,,,,,,,,,,,0.484463277,[Abdominal_pain  Syncope],[Death],0.680555556,[Cardiac_failure  Sepsis  Pyrexia],[Death]
,,,,,,,,,,,0.484171322,[Hypoxia  Vomiting],[Death],0.680555556,[Fall  Dyspnoea  Syncope],[Death]
,,,,,,,,,,,0.483944954,[Renal_failure  Pneumonia],[Death],0.680511182,[Gastritis  Sepsis  Pyrexia],[Death]
,,,,,,,,,,,0.483935743,[Osteoarthritis  Myocardial_infarction],[Death],0.680379747,[Acute_myocardial_infarction  Cellulitis  Sepsis],[Death]
,,,,,,,,,,,0.483870968,[Thrombocytopenia  Abdominal_pain],[Death],0.680351906,[Deep_vein_thrombosis  Bronchitis  Dehydration],[Death]
,,,,,,,,,,,0.483704974,[Diverticulitis  Pneumonia],[Death],0.680351906,[Deep_vein_thrombosis  Cerebrovascular_accident  Diarrhoea],[Death]
,,,,,,,,,,,0.482919255,[Chest_pain  Vomiting],[Death],0.680250784,[Asthenia  Cerebrovascular_accident  Dyspnoea],[Death]
,,,,,,,,,,,0.482758621,[Thrombocytopenia  Dehydration],[Death],0.680250784,[Cardiac_arrest  Pulmonary_embolism  Urinary_tract_infection],[Death]
,,,,,,,,,,,0.482706767,[Back_pain  Abdominal_pain],[Death],0.680232558,[Bronchitis  Myocardial_infarction  Urinary_tract_infection],[Death]
,,,,,,,,,,,0.481788079,[Gastritis  Pneumonia],[Death],0.680232558,[Septic_shock  Anaemia  Dehydration],[Death]
,,,,,,,,,,,0.480769231,[Bronchopneumonia  Pneumonia],[Death],0.680232558,[Chest_pain  Diarrhoea  Myocardial_infarction],[Death]
,,,,,,,,,,,0.480697385,[Dyspnoea  Cellulitis],[Death],0.680124224,[Angina_pectoris  Urinary_tract_infection  Gastroenteritis],[Death]
,,,,,,,,,,,0.480694981,[Ileus  Pneumonia],[Death],0.680115274,[Respiratory_failure  Chest_pain  Syncope],[Death]
,,,,,,,,,,,0.480620155,[Arthralgia  Pneumonia],[Death],0.680107527,[Cerebrovascular_accident  Cellulitis  Sepsis],[Death]
,,,,,,,,,,,0.480597015,[Deep_vein_thrombosis  Vomiting],[Death],0.68,[Dizziness  Syncope  Sepsis],[Death]
,,,,,,,,,,,0.480333731,[Syncope  Vomiting],[Death],0.68,[Gastroenteritis  Atrial_fibrillation  Syncope],[Death]
,,,,,,,,,,,0.480059084,[Myocardial_infarction  Cellulitis],[Death],0.68,[Cardiac_failure_congestive  Cerebrovascular_accident  Pulmonary_embolism],[Death]
,,,,,,,,,,,0.479768786,[Cellulitis  Anaemia],[Death],0.68,[Septic_shock  Diarrhoea  Anaemia],[Death]
,,,,,,,,,,,0.47972973,[Pleural_effusion  Vomiting],[Death],0.68,[Respiratory_failure  Syncope  Dehydration],[Death]
,,,,,,,,,,,0.478693182,[Pleural_effusion  Pyrexia],[Death],0.679886686,[Septic_shock  Pulmonary_embolism  Sepsis],[Death]
,,,,,,,,,,,0.47826087,[Herpes_zoster  Pneumonia],[Death],0.679775281,[Bronchitis  Myocardial_infarction  Anaemia],[Death]
,,,,,,,,,,,0.477929985,[Back_pain  Vomiting],[Death],0.6796875,[Cardiac_failure  Respiratory_failure  Pneumonia],[Death]
,,,,,,,,,,,0.4778157,[Back_pain  Nausea],[Death],0.679665738,[Cardiac_arrest  Anaemia  Pyrexia],[Death]
,,,,,,,,,,,0.477272727,[Chest_pain  Nausea],[Death],0.679640719,[Cerebrovascular_accident  Hypotension  Dyspnoea],[Death]
,,,,,,,,,,,0.477075589,[Pulmonary_embolism  Dehydration],[Death],0.67961165,[Hyperglycaemia  Sepsis  Dehydration],[Death]
,,,,,,,,,,,0.477031802,[Urinary_tract_infection  Sepsis],[Death],0.67961165,[Convulsion  Urinary_tract_infection  Dyspnoea],[Death]
,,,,,,,,,,,0.476775956,[Diarrhoea  Urinary_tract_infection],[Death],0.67961165,[Cholecystitis  Pleural_effusion  Pneumonia],[Death]
,,,,,,,,,,,0.476744186,[Cellulitis  Nausea],[Death],0.67961165,[Asthenia  Convulsion  Dyspnoea],[Death]
,,,,,,,,,,,0.474849095,[Nephrolithiasis  Pneumonia],[Death],0.679558011,[Bronchitis  Pulmonary_embolism  Urinary_tract_infection],[Death]
,,,,,,,,,,,0.474773609,[Renal_failure_acute  Pyrexia],[Death],0.679487179,[Dizziness  Urinary_tract_infection  Anaemia],[Death]
,,,,,,,,,,,0.474482759,[Constipation  Pneumonia],[Death],0.679487179,[Asthenia  Hypertension  Anaemia],[Death]
,,,,,,,,,,,0.47382199,[Syncope  Nausea],[Death],0.679487179,[Septic_shock  Hypotension  Sepsis],[Death]
,,,,,,,,,,,0.473365617,[Cellulitis  Dehydration],[Death],0.679365079,[Fall  Atrial_fibrillation  Abdominal_pain],[Death]
,,,,,,,,,,,0.473304473,[Thrombocytopenia  Anaemia],[Death],0.679365079,[Convulsion  Dyspnoea  Syncope],[Death]
,,,,,,,,,,,0.473227207,[Chest_pain  Cellulitis],[Death],0.679365079,[Angina_pectoris  Bronchitis  Myocardial_infarction],[Death]
,,,,,,,,,,,0.473071325,[Abdominal_pain  Cellulitis],[Death],0.679365079,[Cardiac_failure_congestive  Respiratory_failure  Pulmonary_embolism],[Death]
,,,,,,,,,,,0.472837022,[Hypoxia  Nausea],[Death],0.679347826,[Renal_failure  Syncope  Pyrexia],[Death]
,,,,,,,,,,,0.472703063,[Urinary_tract_infection  Cellulitis],[Death],0.679300292,[Coronary_artery_disease  Atrial_fibrillation  Syncope],[Death]
,,,,,,,,,,,0.472259811,[Cholecystitis  Pneumonia],[Death],0.679300292,[Respiratory_failure  Myocardial_infarction  Urinary_tract_infection],[Death]
,,,,,,,,,,,0.471193416,[Syncope  Dehydration],[Death],0.679300292,[Gastrointestinal_haemorrhage  Cardiac_failure_congestive  Dyspnoea],[Death]
,,,,,,,,,,,0.471111111,[Neutropenia  Pulmonary_embolism],[Death],0.679300292,[Cholecystitis  Sepsis  Pyrexia],[Death]
,,,,,,,,,,,0.470479705,[Pyelonephritis  Pneumonia],[Death],0.679300292,[Angina_pectoris  Renal_failure_acute  Syncope],[Death]
,,,,,,,,,,,0.47027027,[Fall  Pneumonia],[Death],0.679245283,[Hypotension  Gastroenteritis  Sepsis],[Death]
,,,,,,,,,,,0.47027027,[Hypotension  Dehydration],[Death],0.679245283,[Asthenia  Renal_failure_acute  Atrial_fibrillation],[Death]
,,,,,,,,,,,0.469740634,[Renal_failure_acute  Abdominal_pain],[Death],0.679245283,[Angina_pectoris  Renal_failure_acute  Dehydration],[Death]
,,,,,,,,,,,0.469387755,[Abdominal_pain  Sepsis],[Death],0.679245283,[Cardiac_failure_congestive  Chronic_obstructive_pulmonary_disease  Dyspnoea],[Death]
,,,,,,,,,,,0.468606432,[Bronchitis  Gastroenteritis],[Death],0.679245283,[Septic_shock  Respiratory_failure  Renal_failure_acute],[Death]
,,,,,,,,,,,0.468421053,[Renal_failure_acute  Nausea],[Death],0.679190751,[Cardiac_failure  Dyspnoea  Abdominal_pain],[Death]
,,,,,,,,,,,0.467961165,[Sepsis  Dehydration],[Death],0.679144385,[Pulmonary_embolism  Gastroenteritis  Dyspnoea],[Death]
,,,,,,,,,,,0.467586207,[Urinary_tract_infection  Gastroenteritis],[Death],0.679144385,[Renal_failure  Myocardial_infarction  Anaemia],[Death]
,,,,,,,,,,,0.467391304,[Headache  Pyrexia],[Death],0.679127726,[Pleural_effusion  Gastroenteritis  Dehydration],[Death]
,,,,,,,,,,,0.467230444,[Colitis  Pneumonia],[Death],0.679127726,[Convulsion  Pulmonary_embolism  Sepsis],[Death]
,,,,,,,,,,,0.467021277,[Diarrhoea  Dyspnoea],[Death],0.679104478,[Cardiac_arrest  Syncope  Pneumonia],[Death]
,,,,,,,,,,,0.466933868,[Dyspnoea  Dehydration],[Death],0.679083095,[Dizziness  Anaemia  Sepsis],[Death]
,,,,,,,,,,,0.466552316,[Fatigue  Abdominal_pain],[Death],0.679045093,[Respiratory_failure  Atrial_fibrillation  Dehydration],[Death]
,,,,,,,,,,,0.465648855,[Neutropenia  Sepsis],[Death],0.679012346,[Angina_pectoris  Chest_pain  Sepsis],[Death]
,,,,,,,,,,,0.465517241,[Acute_myocardial_infarction  Pneumonia],[Death],0.678899083,[Pleural_effusion  Chest_pain  Diarrhoea],[Death]
,,,,,,,,,,,0.46474359,[Coronary_artery_disease  Myocardial_infarction],[Death],0.678899083,[Septic_shock  Pulmonary_embolism  Dehydration],[Death]
,,,,,,,,,,,0.464713715,[Cellulitis  Vomiting],[Death],0.678851175,[Cardiac_failure  Renal_failure  Pneumonia],[Death]
,,,,,,,,,,,0.463937622,[Headache  Abdominal_pain],[Death],0.678787879,[Back_pain  Cerebrovascular_accident  Chest_pain],[Death]
,,,,,,,,,,,0.463636364,[Renal_failure_acute  Dehydration],[Death],0.678756477,[Gastrointestinal_haemorrhage  Myocardial_infarction  Anaemia],[Death]
,,,,,,,,,,,0.463619403,[Dyspnoea  Anaemia],[Death],0.678743961,[Respiratory_failure  Atrial_fibrillation  Dyspnoea],[Death]
,,,,,,,,,,,0.46359584,[Urinary_tract_infection  Nausea],[Death],0.678678679,[Chronic_obstructive_pulmonary_disease  Myocardial_infarction  Anaemia],[Death]
,,,,,,,,,,,0.46352413,[Urinary_tract_infection  Dehydration],[Death],0.67867036,[Cardiac_arrest  Pulmonary_embolism  Atrial_fibrillation],[Death]
,,,,,,,,,,,0.461538462,[Thrombocytopenia  Nausea],[Death],0.678571429,[Respiratory_failure  Cellulitis  Syncope],[Death]
,,,,,,,,,,,0.461430575,[Chest_pain  Abdominal_pain],[Death],0.678571429,[Deep_vein_thrombosis  Bronchitis  Atrial_fibrillation],[Death]
,,,,,,,,,,,0.461089494,[Upper_respiratory_tract_infection  Pneumonia],[Death],0.678571429,[Angina_pectoris  Anaemia  Dehydration],[Death]
,,,,,,,,,,,0.459833795,[Depression  Pneumonia],[Death],0.678456592,[Gastrointestinal_haemorrhage  Cardiac_failure_congestive  Urinary_tract_infection],[Death]
,,,,,,,,,,,0.459584296,[Pulmonary_embolism  Pyrexia],[Death],0.67839196,[Renal_failure  Syncope  Sepsis],[Death]
,,,,,,,,,,,0.459499264,[Renal_failure_acute  Vomiting],[Death],0.678362573,[Deep_vein_thrombosis  Gastroenteritis  Dehydration],[Death]
,,,,,,,,,,,0.459084605,[Fatigue  Pneumonia],[Death],0.678343949,[Infection  Diarrhoea  Sepsis],[Death]
,,,,,,,,,,,0.458768873,[Hypotension  Vomiting],[Death],0.678343949,[Depression  Anaemia  Pyrexia],[Death]
,,,,,,,,,,,0.458333333,[Sepsis  Vomiting],[Death],0.678304239,[Cardiac_failure  Chest_pain  Pneumonia],[Death]
,,,,,,,,,,,0.458289335,[Respiratory_failure  Pneumonia],[Death],0.678233438,[Convulsion  Urinary_tract_infection  Anaemia],[Death]
,,,,,,,,,,,0.457954545,[Back_pain  Pneumonia],[Death],0.678233438,[Acute_myocardial_infarction  Deep_vein_thrombosis  Pulmonary_embolism],[Death]
,,,,,,,,,,,0.456166419,[Pulmonary_embolism  Nausea],[Death],0.67816092,[Gastroenteritis  Syncope  Sepsis],[Death]
,,,,,,,,,,,0.455621302,[Urinary_tract_infection  Abdominal_pain],[Death],0.67816092,[Myocardial_infarction  Gastroenteritis  Abdominal_pain],[Death]
,,,,,,,,,,,0.455,[Anaemia  Dehydration],[Death],0.67816092,[Pulmonary_embolism  Myocardial_infarction  Gastroenteritis],[Death]
,,,,,,,,,,,0.454767726,[Nausea  Sepsis],[Death],0.67816092,[Cardiac_arrest  Urinary_tract_infection  Sepsis],[Death]
,,,,,,,,,,,0.454545455,[Small_intestinal_obstruction  Pneumonia],[Death],0.678125,[Asthenia  Chest_pain  Sepsis],[Death]
,,,,,,,,,,,0.45410628,[Deep_vein_thrombosis  Pulmonary_embolism],[Death],0.678125,[Hypertension  Hypotension  Anaemia],[Death]
,,,,,,,,,,,0.453346856,[Cerebrovascular_accident  Pneumonia],[Death],0.678100264,[Acute_myocardial_infarction  Respiratory_failure  Pneumonia],[Death]
,,,,,,,,,,,0.453143535,[Abdominal_pain  Anaemia],[Death],0.678018576,[Acute_myocardial_infarction  Cerebrovascular_accident  Urinary_tract_infection],[Death]
,,,,,,,,,,,0.452970297,[Gastroenteritis  Dehydration],[Death],0.678018576,[Respiratory_failure  Back_pain  Dehydration],[Death]
,,,,,,,,,,,0.452618454,[Urinary_tract_infection  Vomiting],[Death],0.678018576,[Dizziness  Cellulitis  Anaemia],[Death]
,,,,,,,,,,,0.452494062,[Dyspnoea  Abdominal_pain],[Death],0.677966102,[Deep_vein_thrombosis  Gastroenteritis  Anaemia],[Death]
,,,,,,,,,,,0.452229299,[Pulmonary_embolism  Abdominal_pain],[Death],0.677966102,[Pleural_effusion  Myocardial_infarction  Dehydration],[Death]
,,,,,,,,,,,0.45200486,[Thrombocytopenia  Pneumonia],[Death],0.677966102,[Cerebrovascular_accident  Dyspnoea  Sepsis],[Death]
,,,,,,,,,,,0.450561798,[Fatigue  Dehydration],[Death],0.67791411,[Hypertension  Diarrhoea  Gastroenteritis],[Death]
,,,,,,,,,,,0.450072359,[Thrombocytopenia  Vomiting],[Death],0.67791411,[Hypertension  Chest_pain  Sepsis],[Death]
,,,,,,,,,,,0.449804433,[Hypotension  Nausea],[Death],0.67791411,[Septic_shock  Abdominal_pain  Anaemia],[Death]
,,,,,,,,,,,0.449096099,[Sepsis  Pyrexia],[Death],0.67781155,[Cardiac_arrest  Abdominal_pain  Pyrexia],[Death]
,,,,,,,,,,,0.449086162,[Thrombocytopenia  Pyrexia],[Death],0.67781155,[Asthenia  Respiratory_failure  Abdominal_pain],[Death]
,,,,,,,,,,,0.4489093,[Cellulitis  Pyrexia],[Death],0.67781155,[Pleural_effusion  Cerebrovascular_accident  Renal_failure_acute],[Death]
,,,,,,,,,,,0.448828607,[Gastroenteritis  Pyrexia],[Death],0.677777778,[Back_pain  Pleural_effusion  Sepsis],[Death]
,,,,,,,,,,,0.448383733,[Pleural_effusion  Pneumonia],[Death],0.677777778,[Hypertension  Gastroenteritis  Sepsis],[Death]
,,,,,,,,,,,0.448167539,[Deep_vein_thrombosis  Pneumonia],[Death],0.67761194,[Angina_pectoris  Myocardial_infarction  Gastroenteritis],[Death]
,,,,,,,,,,,0.446987952,[Angina_pectoris  Pneumonia],[Death],0.67761194,[Haemoptysis  Sepsis  Pneumonia],[Death]
,,,,,,,,,,,0.446808511,[Convulsion  Pneumonia],[Death],0.67761194,[Angina_pectoris  Renal_failure_acute  Dyspnoea],[Death]
,,,,,,,,,,,0.446370531,[Hypertension  Pneumonia],[Death],0.677514793,[Gastrointestinal_haemorrhage  Chest_pain  Urinary_tract_infection],[Death]
,,,,,,,,,,,0.445807771,[Hypotension  Pneumonia],[Death],0.677514793,[Gastrointestinal_haemorrhage  Angina_pectoris  Atrial_fibrillation],[Death]
,,,,,,,,,,,0.444055944,[Non-cardiac_chest_pain  Pneumonia],[Death],0.677514793,[Cholecystitis  Diarrhoea  Anaemia],[Death]
,,,,,,,,,,,0.441605839,[Pulmonary_embolism  Vomiting],[Death],0.677419355,[Cholecystitis  Syncope  Vomiting],[Death]
,,,,,,,,,,,0.440389294,[Dyspnoea  Nausea],[Death],0.677419355,[Gastrointestinal_haemorrhage  Chest_pain  Dehydration],[Death]
,,,,,,,,,,,0.439583333,[Anaemia  Vomiting],[Death],0.677419355,[Cardiac_failure  Dyspnoea  Pyrexia],[Death]
,,,,,,,,,,,0.439236111,[Hypoxia  Pneumonia],[Death],0.677419355,[Transient_ischaemic_attack  Urinary_tract_infection  Dehydration],[Death]
,,,,,,,,,,,0.439180538,[Anaemia  Nausea],[Death],0.677419355,[Angina_pectoris  Bronchitis  Anaemia],[Death]
,,,,,,,,,,,0.43862069,[Coronary_artery_disease  Pneumonia],[Death],0.677325581,[Pleural_effusion  Diarrhoea  Syncope],[Death]
,,,,,,,,,,,0.438515081,[Cardiac_failure_congestive  Pneumonia],[Death],0.677325581,[Gastrointestinal_haemorrhage  Syncope  Pyrexia],[Death]
,,,,,,,,,,,0.435963777,[Cholelithiasis  Pneumonia],[Death],0.677316294,[Cholelithiasis  Diarrhoea  Anaemia],[Death]
,,,,,,,,,,,0.435626102,[Neutropenia  Diarrhoea],[Death],0.677316294,[Renal_failure  Deep_vein_thrombosis  Myocardial_infarction],[Death]
,,,,,,,,,,,0.433014354,[Diarrhoea  Abdominal_pain],[Death],0.677316294,[Arthralgia  Dyspnoea  Syncope],[Death]
,,,,,,,,,,,0.432029795,[Neutropenia  Dyspnoea],[Death],0.677316294,[Dizziness  Urinary_tract_infection  Atrial_fibrillation],[Death]
,,,,,,,,,,,0.431976167,[Dyspnoea  Vomiting],[Death],0.677316294,[Multi-organ_failure  Dyspnoea  Pneumonia],[Death]
,,,,,,,,,,,0.431372549,[Appendicitis  Pneumonia],[Death],0.677316294,[Hypotension  Myocardial_infarction  Pyrexia],[Death]
,,,,,,,,,,,0.431095406,[Headache  Nausea],[Death],0.677248677,[Pleural_effusion  Myocardial_infarction  Dyspnoea],[Death]
,,,,,,,,,,,0.430315361,[Diarrhoea  Dehydration],[Death],0.677248677,[Cardiac_arrest  Cellulitis  Pneumonia],[Death]
,,,,,,,,,,,0.430141287,[Headache  Vomiting],[Death],0.677233429,[Cardiac_arrest  Renal_failure_acute  Anaemia],[Death]
,,,,,,,,,,,0.43003413,[Neutropenia  Anaemia],[Death],0.677233429,[Angina_pectoris  Cerebrovascular_accident  Urinary_tract_infection],[Death]
,,,,,,,,,,,0.429955947,[Anaemia  Pyrexia],[Death],0.67721519,[Cardiac_failure_congestive  Bronchitis  Anaemia],[Death]
,,,,,,,,,,,0.428961749,[Renal_failure_acute  Pneumonia],[Death],0.67721519,[Dizziness  Abdominal_pain  Sepsis],[Death]
,,,,,,,,,,,0.428893905,[Urinary_tract_infection  Pyrexia],[Death],0.67721519,[Deep_vein_thrombosis  Hypertension  Syncope],[Death]
,,,,,,,,,,,0.428733032,[Fatigue  Vomiting],[Death],0.677142857,[Renal_failure  Cellulitis  Syncope],[Death]
,,,,,,,,,,,0.428451883,[Pulmonary_embolism  Pneumonia],[Death],0.677142857,[Cardiac_failure_congestive  Cerebrovascular_accident  Dyspnoea],[Death]
,,,,,,,,,,,0.427536232,[Syncope  Pneumonia],[Death],0.677142857,[Back_pain  Myocardial_infarction  Dehydration],[Death]
,,,,,,,,,,,0.427036705,[Dyspnoea  Pyrexia],[Death],0.677142857,[Cardiac_arrest  Gastroenteritis  Pneumonia],[Death]
,,,,,,,,,,,0.425072046,[Headache  Pneumonia],[Death],0.677142857,[Cardiac_arrest  Urinary_tract_infection  Atrial_fibrillation],[Death]
,,,,,,,,,,,0.424908425,[Diarrhoea  Nausea],[Death],0.677115987,[Cerebrovascular_accident  Hypertension  Abdominal_pain],[Death]
,,,,,,,,,,,0.422743056,[Myocardial_infarction  Pneumonia],[Death],0.677115987,[Deep_vein_thrombosis  Renal_failure_acute  Gastroenteritis],[Death]
,,,,,,,,,,,0.422169811,[Fatigue  Nausea],[Death],0.677115987,[Acute_myocardial_infarction  Chronic_obstructive_pulmonary_disease  Myocardial_infarction],[Death]
,,,,,,,,,,,0.419874664,[Chest_pain  Pneumonia],[Death],0.677083333,[Bronchitis  Pulmonary_embolism  Anaemia],[Death]
,,,,,,,,,,,0.41958042,[Osteoarthritis  Pneumonia],[Death],0.677053824,[Acute_myocardial_infarction  Renal_failure_acute  Anaemia],[Death]
,,,,,,,,,,,0.418312388,[Febrile_neutropenia  Sepsis],[Death],0.677018634,[Cholecystitis  Urinary_tract_infection  Sepsis],[Death]
,,,,,,,,,,,0.41796517,[Bronchitis  Pneumonia],[Death],0.677018634,[Septic_shock  Cellulitis  Sepsis],[Death]
,,,,,,,,,,,0.41674333,[Diarrhoea  Pyrexia],[Death],0.677018634,[Chronic_obstructive_pulmonary_disease  Atrial_fibrillation  Dehydration],[Death]
,,,,,,,,,,,0.415384615,[Chronic_obstructive_pulmonary_disease  Pneumonia],[Death],0.677002584,[Respiratory_failure  Urinary_tract_infection  Atrial_fibrillation],[Death]
,,,,,,,,,,,0.414037855,[Diarrhoea  Pneumonia],[Death],0.676966292,[Renal_failure  Diarrhoea  Syncope],[Death]
,,,,,,,,,,,0.413060582,[Atrial_fibrillation  Pneumonia],[Death],0.676966292,[Hyponatraemia  Dyspnoea  Sepsis],[Death]
,,,,,,,,,,,0.412959381,[Abdominal_pain  Dehydration],[Death],0.676923077,[Respiratory_failure  Cerebrovascular_accident  Cellulitis],[Death]
,,,,,,,,,,,0.409881698,[Dyspnoea  Pneumonia],[Death],0.676880223,[Cardiac_arrest  Gastrointestinal_haemorrhage  Pneumonia],[Death]
,,,,,,,,,,,0.408829175,[Febrile_neutropenia  Anaemia],[Death],0.676829268,[Renal_failure  Gastroenteritis  Pyrexia],[Death]
,,,,,,,,,,,0.407677035,[Anaemia  Pneumonia],[Death],0.67673716,[Pleural_effusion  Cellulitis  Syncope],[Death]
,,,,,,,,,,,0.407120743,[Neutropenia  Vomiting],[Death],0.676646707,[Angina_pectoris  Renal_failure_acute  Urinary_tract_infection],[Death]
,,,,,,,,,,,0.406451613,[Nausea  Pyrexia],[Death],0.676646707,[Transient_ischaemic_attack  Respiratory_failure  Pneumonia],[Death]
,,,,,,,,,,,0.406167979,[Sepsis  Pneumonia],[Death],0.676630435,[Renal_failure  Renal_failure_acute  Myocardial_infarction],[Death]
,,,,,,,,,,,0.40472028,[Pyrexia  Dehydration],[Death],0.676557864,[Angina_pectoris  Myocardial_infarction  Dehydration],[Death]
,,,,,,,,,,,0.402707276,[Asthma  Pneumonia],[Death],0.676549865,[Cardiac_arrest  Atrial_fibrillation  Anaemia],[Death]
,,,,,,,,,,,0.400370714,[Diarrhoea  Vomiting],[Death],0.67654321,[Cerebrovascular_accident  Dyspnoea  Syncope],[Death]
,,,,,,,,,,,0.399108138,[Abdominal_pain  Nausea],[Death],0.676470588,[Back_pain  Cellulitis  Syncope],[Death]
,,,,,,,,,,,0.3953125,[Urinary_tract_infection  Pneumonia],[Death],0.676470588,[Cardiac_failure  Diarrhoea  Pneumonia],[Death]
,,,,,,,,,,,0.394300861,[Vomiting  Dehydration],[Death],0.676392573,[Bronchitis  Atrial_fibrillation  Sepsis],[Death]
,,,,,,,,,,,0.394032922,[Abdominal_pain  Pyrexia],[Death],0.67638484,[Fall  Anaemia  Dehydration],[Death]
,,,,,,,,,,,0.391743892,[Pyrexia  Vomiting],[Death],0.67638484,[Hypokalaemia  Dyspnoea  Anaemia],[Death]
,,,,,,,,,,,0.391442155,[Neutropenia  Dehydration],[Death],0.67638484,[Transient_ischaemic_attack  Gastrointestinal_haemorrhage  Pneumonia],[Death]
,,,,,,,,,,,0.390402075,[Neutropenia  Pneumonia],[Death],0.676315789,[Cerebrovascular_accident  Chest_pain  Sepsis],[Death]
,,,,,,,,,,,0.390015601,[Nausea  Dehydration],[Death],0.676300578,[Asthenia  Atrial_fibrillation  Syncope],[Death]
,,,,,,,,,,,0.389632107,[Neutropenia  Thrombocytopenia],[Death],0.676300578,[Respiratory_failure  Pleural_effusion  Urinary_tract_infection],[Death]
,,,,,,,,,,,0.387700535,[Nausea  Pneumonia],[Death],0.676282051,[Hypokalaemia  Syncope  Dehydration],[Death]
